name,price,engineSize,year,mileage,fuelType,ratio
Volkswagen Passat B8,67700,2000 ,2016 ,159 436 km,Diesel,33850
Hyundai i20 II,37900,1120 ,2016 ,64 609 km,Diesel,33839.28571428572
Škoda Octavia III,47199,1395 ,2015 ,110 745 km,Benzyna,33834.408602150535
Toyota Auris II,44900,1329 ,2016 ,39 500 km,Benzyna,33784.800601956355
Infiniti QX70,124900,3700 ,2014 ,59 000 km,Benzyna+LPG,33756.75675675676
Volkswagen Tiguan I,67500,2000 ,2014 ,100 000 km,Diesel,33750
Volkswagen Passat B8,53900,1598 ,2016 ,156 000 km,Diesel,33729.662077597
Volvo V40 II,66888,1984 ,2014 ,106 068 km,Diesel,33713.70967741935
Škoda Octavia III,46900,1395 ,2015 ,118 719 km,Benzyna,33620.07168458781
BMW Seria 3 F30,66999,1995 ,2014 ,79 946 km,Diesel,33583.45864661654
BMW Seria 5 F10,66900,1993 ,2016 ,35 000 km,Diesel,33567.48620170597
Ford Mondeo Mk5,66999,1997 ,2015 ,137 000 km,Diesel,33549.82473710566
Audi Q3,66000,1968 ,2011 ,128 047 km,Diesel,33536.58536585366
BMW Seria 3 F30,66900,1995 ,2014 ,134 000 km,Diesel,33533.83458646616
Volvo XC 70,99000,2953 ,2013 ,138 000 km,Benzyna,33525.22858110396
Peugeot 508,66900,1997 ,2016 ,157 000 km,Diesel,33500.250375563344
Toyota Yaris III,33500,1000 ,2014 ,106 900 km,Benzyna,33500
Volkswagen Passat B8,65900,1968 ,2016 ,189 000 km,Diesel,33485.772357723574
Jeep Cherokee V,66900,2000 ,2015 ,139 782 km,Diesel,33450
Maserati Levante,99900,2987 ,2018 ,1 km,Diesel,33444.92802142618
BMW Seria 2,49900,1495 ,2016 ,153 000 km,Diesel,33377.92642140468
BMW Seria 7 F01,99999,2997 ,2011 ,130 653 km,Diesel,33366.36636636636
Audi A6 C7,99999,2999 ,2012 ,125 400 km,Diesel,33344.114704901636
Škoda RAPID,39900,1197 ,2016 ,49 500 km,Benzyna,33333.333333333336
Volvo XC 60 I,79999,2400 ,2013 ,135 000 km,Diesel,33332.91666666667
Mitsubishi Outlander III,79900,2400 ,2017 ,47 700 km,Benzyna,33291.666666666664
BMW Seria 5 F10,99800,2998 ,2015 ,198 000 km,Diesel,33288.859239492995
Škoda Octavia III,46399,1395 ,2015 ,122 633 km,Benzyna,33260.931899641575
BMW 5GT,99500,2993 ,2015 ,115 000 km,Diesel,33244.23655195456
Opel Astra K,46500,1399 ,2016 ,63 626 km,Benzyna,33238.02716225875
Jeep Renegade,65000,1956 ,2014 ,87 000 km,Diesel,33231.08384458078
Toyota RAV4 IV,72900,2198 ,2013 ,53 804 km,Diesel,33166.51501364877
Volkswagen Passat B8,66300,2000 ,2016 ,185 000 km,Diesel,33150
Kia Ceed II,52900,1600 ,2017 ,26 610 km,Benzyna,33062.5
Škoda Superb II,64900,1968 ,2014 ,158 541 km,Diesel,32977.64227642276
Audi A6 C7,98900,3000 ,2013 ,186 336 km,Diesel,32966.66666666667
Ford Mondeo Mk5,65900,2000 ,2016 ,152 255 km,Diesel,32950
Kia Sportage III,56000,1700 ,2015 ,162 000 km,Diesel,32941.17647058823
Renault Kadjar,49400,1500 ,2015 ,140 000 km,Diesel,32933.33333333333
Volkswagen up!,32900,999,2017 ,19 800 km,Benzyna,32932.932932932934
Citroën C4 Cactus,39500,1200 ,2015 ,53 500 km,Benzyna,32916.666666666664
Peugeot 508,65800,2000 ,2016 ,172 991 km,Diesel,32900
Audi A4 Allroad,65500,2000 ,2014 ,120 000 km,Benzyna,32750
Mini Cooper,48900,1495 ,2016 ,92 000 km,Diesel,32709.030100334447
Audi S5,98000,3000 ,2013 ,63 000 km,Benzyna,32666.666666666664
Kia Sportage III,55000,1685 ,2012 ,53 870 km,Diesel,32640.949554896146
BMW Seria 3 E90,65000,1995 ,2012 ,68 000 km,Benzyna,32581.453634085214
Ford Mustang,162864,5000 ,2018 ,17 800 km,Benzyna,32572.8
Citroën DS5,52100,1600 ,2013 ,119 225 km,Benzyna,32562.5
Mitsubishi Outlander III,65039,1998 ,2017 ,20 825 km,Benzyna,32552.052052052055
Ford Tourneo Connect II,48800,1500 ,2016 ,130 200 km,Diesel,32533.333333333332
BMW Seria 3 F30,65000,1998 ,2013 ,103 000 km,Diesel,32532.532532532536
Ford Focus Mk3,65000,1998 ,2017 ,44 000 km,Diesel,32532.532532532536
Kia Sportage III,52000,1600 ,2013 ,58 300 km,Benzyna,32500
Audi A3 8V,65000,2000 ,2014 ,107 000 km,Diesel,32500
Ford Mondeo Mk5,64900,2000 ,2016 ,124 000 km,Diesel,32450.000000000004
Ford Galaxy Mk2,64900,2000 ,2014 ,107 950 km,Diesel,32450.000000000004
Ford Focus Mk3,51900,1600 ,2017 ,44 220 km,Benzyna,32437.5
Opel Insignia A,51800,1598 ,2014 ,55 640 km,Benzyna,32415.519399249064
Audi A3 8V,51800,1598 ,2014 ,161 000 km,Diesel,32415.519399249064
Jeep Cherokee V,63400,1956 ,2014 ,117 700 km,Diesel,32413.08793456033
Citroën Jumpy Combi,64800,2000 ,2015 ,97 541 km,Diesel,32400
Ford Mondeo Mk5,64800,2000 ,2017 ,149 931 km,Diesel,32400
Audi A6 C7,63700,1968 ,2012 ,210 000 km,Diesel,32367.886178861787
Porsche Panamera,154900,4800 ,2013 ,76 639 km,Benzyna,32270.833333333336
Toyota Auris II,58000,1798 ,2014 ,32 789 km,Hybryda,32258.06451612903
Honda Civic X,63999,1984 ,2017 ,24 494 km,Benzyna,32257.56048387097
Mercedes-Benz CLS C218,176000,5461 ,2011 ,73 000 km,Benzyna,32228.529573338215
Škoda Octavia III,57900,1798 ,2015 ,110 605 km,Benzyna,32202.44716351502
Volkswagen Golf VII,44900,1395 ,2013 ,63 700 km,Benzyna,32186.37992831541
Opel Adam,44900,1398 ,2015 ,30 000 km,Benzyna,32117.3104434907
Mazda RX-8,42000,1308 ,2005 ,71 900 km,Benzyna,32110.09174311926
Toyota Yaris III,47999,1497 ,2016 ,25 000 km,Hybryda,32063.460253841014
Kia Sportage III,51000,1591 ,2012 ,87 090 km,Benzyna,32055.311125078566
Kia Ceed II,51000,1591 ,2015 ,44 000 km,Benzyna,32055.311125078566
Opel Insignia A,63999,1997 ,2016 ,81 236 km,Diesel,32047.57135703555
BMW Seria 3 F30,63999,1998 ,2012 ,188 000 km,Diesel,32031.531531531535
Audi A3 8V,64000,2000 ,2016 ,41 000 km,Benzyna,32000
Ford Kuga II,63900,1997 ,2012 ,79 095 km,Diesel,31997.99699549324
Ford Fiesta Mk7,31900,998,2014 ,80 319 km,Benzyna,31963.927855711423
Ford Mondeo Mk5,63900,2000 ,2016 ,176 255 km,Diesel,31950
BMW Seria 1 F20,94900,2979 ,2015 ,46 000 km,Benzyna,31856.327626720376
Opel Mokka,50900,1600 ,2013 ,142 500 km,Benzyna+LPG,31812.5
Toyota Auris II,42275,1329 ,2016 ,53 405 km,Benzyna,31809.631301730627
Toyota Auris II,44500,1400 ,2014 ,84 000 km,Diesel,31785.714285714286
Toyota Yaris III,31706,998,2017 ,38 544 km,Benzyna,31769.539078156315
Toyota RAV4 IV,63500,2000 ,2014 ,90 000 km,Diesel,31750
Volkswagen Passat B7,44000,1390 ,2012 ,95 975 km,Benzyna,31654.676258992804
BMW Seria 5 F10,94900,3000 ,2010 ,159 000 km,Benzyna,31633.333333333332
Mitsubishi Outlander III,63000,1998 ,2013 ,96 915 km,Benzyna,31531.53153153153
BMW Seria 5 F10,62900,1995 ,2014 ,193 100 km,Diesel,31528.822055137844
Infiniti QX60,110000,3489 ,2015 ,98 000 km,Benzyna,31527.658354829462
Toyota Yaris III,41900,1329 ,2015 ,49 242 km,Benzyna,31527.464258841235
Volkswagen Passat B8,63000,2000 ,2015 ,103 000 km,Diesel,31500
Kia Sportage III,62999,2000 ,2014 ,107 000 km,Diesel,31499.5
Audi A6 C7,62900,1998 ,2011 ,268 000 km,Diesel,31481.48148148148
BMW Seria 5 F10,62800,1995 ,2011 ,252 000 km,Diesel,31478.696741854637
Volkswagen Passat B8,61900,1968 ,2015 ,177 805 km,Diesel,31453.252032520326
Volkswagen Tiguan I,62900,2000 ,2013 ,90 400 km,Diesel,31450
Volkswagen Passat B8,62900,2000 ,2015 ,159 000 km,Diesel,31450
Alfa Romeo Giulietta,42900,1368 ,2015 ,48 000 km,Benzyna,31359.649122807015
Peugeot 308 T8,48900,1560 ,2017 ,22 400 km,Diesel,31346.153846153848
Volkswagen Tiguan I,43495,1390 ,2014 ,91 579 km,Benzyna,31291.36690647482
Kia Ceed II,43800,1400 ,2014 ,17 000 km,Benzyna,31285.714285714286
Audi A5 8T,56300,1800 ,2016 ,107 700 km,Benzyna,31277.777777777777
BMW Seria 5 F10,62520,2000 ,2013 ,123 000 km,Diesel,31260
Škoda Octavia III,49900,1598 ,2015 ,126 800 km,Diesel,31226.533166458074
Ford Mondeo Mk5,62300,1997 ,2015 ,70 467 km,Diesel,31196.795192789185
Volkswagen Passat B8,49900,1600 ,2015 ,186 000 km,Diesel,31187.5
Hyundai I30 III,49900,1600 ,2017 ,8 000 km,Diesel,31187.5
Nissan 370 Z,115000,3700 ,2016 ,22 400 km,Benzyna,31081.08108108108
BMW Seria 1 E87,62000,1995 ,2013 ,103 330 km,Diesel,31077.694235588973
Jeep Grand Cherokee IV,92800,2987 ,2013 ,172 000 km,Diesel,31067.961165048546
Toyota Avensis III,55900,1800 ,2016 ,54 760 km,Benzyna,31055.55555555556
Volkswagen Polo V,30999,999,2015 ,82 348 km,Benzyna,31030.03003003003
Volkswagen Passat CC,61900,2000 ,2013 ,161 380 km,Diesel,30950
Škoda Superb III,49500,1600 ,2016 ,179 000 km,Diesel,30937.5
Peugeot 208,30900,1000 ,2015 ,8 460 km,Benzyna,30900
Opel Antara,68900,2231 ,2014 ,75 000 km,Diesel,30883.012102196324
Toyota Avensis III,61499,1995 ,2015 ,106 502 km,Diesel,30826.566416040103
Fiat 500,42000,1368 ,2013 ,88 000 km,Benzyna,30701.754385964912
Mazda 6 III,76000,2488 ,2017 ,28 000 km,Benzyna,30546.62379421222
Hyundai i20 II,34200,1120 ,2016 ,44 101 km,Diesel,30535.714285714286
Hyundai ix35,51900,1700 ,2015 ,150 000 km,Diesel,30529.411764705885
Mercedes-Benz Klasa B W246,54900,1800 ,2013 ,64 000 km,Diesel,30500
Opel Insignia A,48800,1600 ,2016 ,86 500 km,Diesel,30500
Volkswagen Passat B8,59990,1968 ,2015 ,149 993 km,Diesel,30482.723577235774
Audi A6 C7,59900,1968 ,2012 ,190 000 km,Diesel,30436.9918699187
Škoda Octavia III,48500,1598 ,2016 ,109 510 km,Diesel,30350.43804755945
Seat Toledo IV,42275,1395 ,2016 ,46 799 km,Benzyna,30304.659498207886
Volkswagen Passat B8,59499,1968 ,2015 ,179 641 km,Diesel,30233.231707317074
Volkswagen Tiguan I,42000,1390 ,2009 ,49 438 km,Benzyna,30215.827338129497
Land Rover Discovery IV,89990,2993 ,2010 ,225 100 km,Diesel,30066.82258603408
Seat Leon III,41900,1395 ,2015 ,172 321 km,Benzyna+CNG,30035.84229390681
Volkswagen Golf VII,47966,1598 ,2018 ,36 350 km,Diesel,30016.270337922404
Mercedes-Benz Klasa E W212,189000,6300 ,2009 ,23 000 km,Benzyna,30000
Subaru Impreza GH,75000,2500 ,2009 ,107 000 km,Benzyna,30000
Ford Fiesta Mk8,29999,1000 ,2017 ,22 000 km,Benzyna,29999
Ford Kuga II,59900,1998 ,2016 ,49 500 km,Benzyna,29979.97997997998
BMW Seria 5 F10,59900,1998 ,2012 ,210 000 km,Diesel,29979.97997997998
Volkswagen Touran III,59000,1968 ,2013 ,28 535 km,Diesel,29979.674796747968
Kia Rio IV,37397,1248 ,2018 ,9 215 km,Benzyna,29965.54487179487
BMW X3 F25,59900,2000 ,2011 ,190 600 km,Diesel,29950
Volvo V40 II,59900,2000 ,2014 ,63 000 km,Diesel,29950
Ford Kuga II,59900,2000 ,2013 ,136 000 km,Diesel,29950
BMW Seria 3 F30,59900,2000 ,2014 ,74 000 km,Benzyna,29950
Citroën DS5,59900,2000 ,2016 ,198 123 km,Diesel,29950
Mitsubishi Outlander III,67900,2268 ,2014 ,133 267 km,Diesel,29938.271604938273
Volkswagen Caddy III,47900,1600 ,2014 ,106 000 km,Diesel,29937.5
Kia Optima,50405,1685 ,2016 ,49 663 km,Diesel,29913.94658753709
Mazda CX-5,59500,2000 ,2014 ,74 000 km,Benzyna,29750
Dodge RAM,107000,3600 ,2015 ,48 000 km,Benzyna+LPG,29722.222222222223
Audi A4 Allroad,58900,1984 ,2010 ,171 000 km,Benzyna,29687.5
Renault Megane III,35500,1198 ,2012 ,84 851 km,Benzyna,29632.72120200334
Škoda Octavia III,53199,1798 ,2015 ,105 908 km,Benzyna,29587.875417130144
Lexus GS IV,73900,2500 ,2012 ,88 000 km,Benzyna,29560
Citroën C-Elysée,46900,1587 ,2018 ,2 km,Benzyna,29552.6149968494
Mitsubishi Outlander III,66600,2260 ,2014 ,146 000 km,Diesel,29469.026548672566
Mercedes-Benz Klasa B W246,47000,1595 ,2012 ,90 000 km,Benzyna,29467.08463949843
Mercedes-Benz Klasa E W212,52900,1796 ,2012 ,224 900 km,Benzyna,29454.3429844098
Volkswagen CC,58900,2000 ,2014 ,83 000 km,Benzyna,29450
Mercedes-Benz Klasa S W221,87900,2987 ,2011 ,310 000 km,Diesel,29427.519250083693
Toyota Prius III,52900,1798 ,2014 ,84 000 km,Hybryda,29421.579532814238
Dacia Duster,47000,1598 ,2017 ,28 270 km,Benzyna,29411.764705882353
Škoda Octavia III,52899,1800 ,2015 ,110 605 km,Benzyna,29388.333333333332
Fiat 500,36500,1242 ,2018 ,12 500 km,Benzyna,29388.083735909822
BMW 5GT,87900,2993 ,2012 ,167 247 km,Diesel,29368.52656197795
Škoda Octavia III,46900,1598 ,2016 ,70 000 km,Diesel,29349.186483103877
Infiniti Q50,88000,2999 ,2017 ,26 000 km,Benzyna,29343.11437145715
Škoda Octavia III,46900,1600 ,2015 ,162 104 km,Diesel,29312.5
Mazda 3 III,58500,1997 ,2017 ,36 000 km,Benzyna,29293.94091136705
Volkswagen Passat B7,57555,1968 ,2014 ,150 470 km,Diesel,29245.426829268294
Fiat Tipo II,39999,1368 ,2017 ,36 000 km,Benzyna,29239.035087719298
Porsche Boxster,99000,3387 ,2007 ,79 000 km,Benzyna,29229.406554472986
BMW 3GT,58455,2000 ,2014 ,118 000 km,Diesel,29227.5
Renault Clio IV,34958,1197 ,2017 ,18 792 km,Benzyna,29204.678362573097
Opel Insignia A,56900,1956 ,2015 ,169 000 km,Diesel,29089.97955010225
Fiat 500,34900,1200 ,2017 ,23 451 km,Benzyna,29083.333333333332
Volkswagen Golf VII,46500,1600 ,2015 ,65 000 km,Diesel,29062.5
Honda Accord VIII,58000,1997 ,2014 ,139 000 km,Benzyna,29043.56534802203
Toyota GT86,58000,1998 ,2012 ,57 345 km,Benzyna,29029.02902902903
Volkswagen up!,29000,999,2016 ,15 000 km,Benzyna,29029.02902902903
Opel Astra J,39500,1364 ,2014 ,67 000 km,Benzyna,28958.944281524924
Audi A5 8T,85900,2967 ,2015 ,169 000 km,Diesel,28951.80316818335
Audi A6 C7,57900,2000 ,2012 ,204 900 km,Diesel,28950
Opel Insignia A,46300,1600 ,2015 ,91 000 km,Benzyna,28937.5
Škoda Citigo,28900,999,2017 ,18 717 km,Benzyna,28928.92892892893
Opel Astra J,39900,1380 ,2014 ,39 500 km,Benzyna,28913.04347826087
Volkswagen CC,57800,2000 ,2016 ,159 741 km,Diesel,28900
Audi A6 C7,85450,2967 ,2011 ,117 575 km,Diesel,28800.134816312773
BMW Seria 5 F10,57500,1998 ,2012 ,231 000 km,Diesel,28778.77877877878
Volkswagen Scirocco,39999,1390 ,2011 ,71 935 km,Benzyna,28776.258992805753
Kia Sportage III,48900,1700 ,2012 ,82 597 km,Diesel,28764.70588235294
Mazda 3 III,71900,2500 ,2017 ,19 344 km,Benzyna,28760
Volkswagen Passat B8,56599,1968 ,2015 ,156 328 km,Diesel,28759.654471544713
Audi A3 8V,45900,1598 ,2014 ,160 000 km,Diesel,28723.40425531915
Volkswagen Passat B7,45900,1598 ,2014 ,115 031 km,Diesel,28723.40425531915
Opel Insignia A,45900,1600 ,2016 ,71 000 km,Diesel,28687.5
Peugeot 5008 I,45900,1600 ,2016 ,94 000 km,Diesel,28687.5
Mini Countryman,45900,1600 ,2013 ,49 000 km,Benzyna,28687.5
Audi R8,149000,5204 ,2016 ,35 000 km,Benzyna,28631.821675634128
Audi A8 D4,120000,4200 ,2011 ,243 000 km,Diesel,28571.428571428572
Opel Corsa E,39999,1400 ,2017 ,33 321 km,Benzyna,28570.714285714286
Volkswagen Golf VII,45700,1600 ,2017 ,152 738 km,Diesel,28562.5
Honda Accord VIII,57000,1997 ,2012 ,86 736 km,Benzyna,28542.814221332
BMW Seria 5 F10,57000,1997 ,2011 ,313 027 km,Benzyna,28542.814221332
BMW Seria 5 F10,56900,1995 ,2011 ,149 000 km,Diesel,28521.303258145363
BMW Seria 3 F30,57000,2000 ,2012 ,229 000 km,Diesel,28500
Mazda 3 III,56900,1998 ,2015 ,43 826 km,Benzyna,28478.47847847848
Audi Q5 8R,56000,1968 ,2009 ,210 000 km,Diesel,28455.28455284553
Peugeot 508,56900,2000 ,2015 ,163 000 km,Diesel,28450
Mazda CX-3,56900,2000 ,2016 ,59 000 km,Benzyna,28450
Dacia Dokker,45499,1600 ,2018 ,1 km,Benzyna,28436.875
Volkswagen Tiguan I,55900,1968 ,2014 ,179 488 km,Diesel,28404.47154471545
Volkswagen Touran II,45447,1600 ,2015 ,151 000 km,Diesel,28404.375
Renault Megane III,34000,1198 ,2014 ,73 887 km,Benzyna,28380.634390651085
Opel Astra J,39699,1400 ,2015 ,113 665 km,Benzyna,28356.428571428572
Dacia Lodgy,45299,1598 ,2018 ,1 km,Benzyna+LPG,28347.30913642053
Audi Q7 I,85000,3000 ,2011 ,212 000 km,Diesel,28333.333333333332
Volvo V60,67900,2400 ,2014 ,190 000 km,Diesel,28291.666666666668
Dacia Logan II,33900,1200 ,2017 ,79 850 km,Benzyna,28250
Volkswagen Passat B7,55555,1968 ,2014 ,110 900 km,Diesel,28229.166666666668
Hyundai ix35,47900,1700 ,2011 ,120 000 km,Diesel,28176.470588235294
Volvo V40 II,55900,1984 ,2014 ,68 200 km,Diesel,28175.40322580645
Seat Leon III,45000,1598 ,2015 ,161 000 km,Diesel,28160.20025031289
Volkswagen Golf VII,45000,1600 ,2017 ,52 850 km,Diesel,28125
Škoda Fabia III,28047,999,2015 ,56 013 km,Benzyna+LPG,28075.075075075078
BMW X6 E71,84000,2993 ,2010 ,300 000 km,Diesel,28065.4861343134
Ford S-Max I,56000,1997 ,2011 ,77 186 km,Diesel,28042.063094641966
BMW Seria 5 F10,84000,3000 ,2011 ,269 000 km,Diesel,28000
Volkswagen Multivan,70000,2500 ,2005 ,305 000 km,Diesel,28000
Seat Toledo IV,33490,1197 ,2016 ,93 733 km,Benzyna,27978.27903091061
Kia Sportage III,55900,2000 ,2014 ,152 000 km,Diesel,27950
Volvo V40 II,55900,2000 ,2015 ,126 250 km,Diesel,27950
Volkswagen Jetta A6,54999,1968 ,2015 ,146 240 km,Diesel,27946.646341463413
Mazda 6 III,69500,2488 ,2016 ,43 330 km,Benzyna,27934.083601286173
Ford Focus Mk3,41900,1500 ,2015 ,56 851 km,Diesel,27933.333333333332
Toyota Auris II,37000,1329 ,2013 ,24 844 km,Benzyna,27840.48156508653
Toyota Auris II,36991,1329 ,2016 ,52 991 km,Benzyna,27833.709556057187
Hyundai i40,47300,1700 ,2013 ,164 600 km,Diesel,27823.529411764706
Renault Clio IV,33300,1197 ,2013 ,37 297 km,Benzyna,27819.54887218045
Mercedes-Benz GLK GLK,59600,2143 ,2009 ,177 000 km,Diesel,27811.479234717684
Opel Astra J,38900,1400 ,2014 ,37 000 km,Benzyna,27785.714285714286
Audi Q5 8R,49990,1800 ,2008 ,125 622 km,Benzyna,27772.222222222223
Toyota Yaris III,36000,1300 ,2016 ,58 000 km,Benzyna,27692.307692307695
Audi Q5 8R,81990,2967 ,2014 ,147 000 km,Diesel,27633.97371081901
Toyota Yaris III,27500,998,2012 ,96 130 km,Benzyna,27555.11022044088
Volkswagen Golf VII,44000,1598 ,2015 ,147 000 km,Diesel,27534.41802252816
Dacia Duster,44000,1598 ,2016 ,54 714 km,Benzyna,27534.41802252816
Fiat Freemont,53800,1956 ,2014 ,159 970 km,Diesel,27505.11247443763
BMW Seria 5 F10,55000,2000 ,2011 ,212 000 km,Diesel,27500
BMW Seria 5 F10,82500,3000 ,2014 ,112 700 km,Benzyna,27500
Audi S3 8V,54999,2000 ,2013 ,142 000 km,Benzyna,27499.5
Ford Mondeo Mk5,54900,1997 ,2016 ,157 000 km,Diesel,27491.236855282925
Opel Astra J,37397,1362 ,2015 ,24 848 km,Benzyna,27457.41556534508
Audi A5 8T,54900,2000 ,2012 ,154 000 km,Benzyna,27450
Audi A4 B8,53999,1968 ,2015 ,188 000 km,Diesel,27438.5162601626
Seat Leon III,43900,1600 ,2016 ,56 000 km,Diesel,27437.5
Audi A4 B9,53900,1968 ,2016 ,36 000 km,Diesel,27388.21138211382
Toyota Avensis III,43800,1600 ,2013 ,229 km,Benzyna,27375
Toyota Auris II,49200,1798 ,2017 ,64 000 km,Hybryda,27363.737486095662
Honda Accord VIII,54700,2000 ,2013 ,122 000 km,Benzyna,27350
Mazda 6 III,59900,2191 ,2015 ,36 555 km,Diesel,27339.114559561844
Renault Grand Scenic IV,39900,1461 ,2015 ,159 000 km,Diesel,27310.061601642712
Land Rover Freelander II,60000,2200 ,2011 ,113 000 km,Diesel,27272.727272727272
Volkswagen Jetta A6,37900,1395 ,2015 ,132 000 km,Benzyna,27168.458781362006
Toyota Prius III,48900,1800 ,2011 ,188 400 km,Hybryda,27166.666666666668
Land Rover Freelander II,59000,2179 ,2011 ,90 000 km,Diesel,27076.6406608536
Fiat Freemont,63900,2360 ,2013 ,91 850 km,Benzyna,27076.271186440677
Volkswagen Golf VII,37900,1400 ,2017 ,74 000 km,Benzyna,27071.428571428572
Škoda Octavia III,37900,1400 ,2018 ,14 000 km,Benzyna,27071.428571428572
Porsche Panamera,130000,4806 ,2010 ,158 000 km,Benzyna,27049.521431543904
BMW 5GT,81000,3000 ,2011 ,199 000 km,Diesel,27000
Nissan Juke,40200,1490 ,2014 ,57 000 km,Diesel,26979.865771812078
BMW Seria 3 F30,53900,1998 ,2014 ,247 000 km,Diesel,26976.976976976977
Volkswagen Tiguan I,53900,1998 ,2013 ,134 000 km,Diesel,26976.976976976977
Mazda 6 III,67100,2488 ,2013 ,113 000 km,Benzyna,26969.453376205787
Škoda Octavia III,52999,1968 ,2016 ,146 000 km,Diesel,26930.386178861787
Peugeot 308 T8,43000,1598 ,2014 ,62 957 km,Benzyna,26908.63579474343
Nissan Qashqai I,43000,1598 ,2011 ,60 039 km,Benzyna,26908.63579474343
Renault Clio IV,30893,1149 ,2016 ,41 041 km,Benzyna,26886.858137510877
Audi A6 C7,52900,1968 ,2012 ,256 000 km,Diesel,26880.081300813006
Volkswagen Touran II,52900,1968 ,2014 ,170 612 km,Diesel,26880.081300813006
Dacia Duster,42900,1598 ,2017 ,80 420 km,Benzyna+LPG,26846.057571964957
Mercedes-Benz Klasa E W212,80000,2987 ,2010 ,104 000 km,Diesel,26782.725142283227
Audi A4 B8,52700,1968 ,2012 ,272 000 km,Diesel,26778.455284552845
Dacia Lodgy,42699,1598 ,2018 ,1 km,Benzyna+LPG,26720.275344180227
Volkswagen Tiguan I,53000,1984 ,2012 ,118 000 km,Benzyna,26713.709677419356
Audi A6 C7,79900,2993 ,2012 ,153 000 km,Diesel,26695.623120614768
Opel Astra J,36400,1364 ,2015 ,142 080 km,Benzyna+LPG,26686.217008797656
Volkswagen Jetta A6,31999,1200 ,2012 ,87 000 km,Benzyna,26665.833333333332
Opel Astra K,42600,1598 ,2016 ,143 214 km,Diesel,26658.322903629534
Seat Ibiza IV,31900,1197 ,2016 ,80 000 km,Benzyna+LPG,26649.958228905598
Toyota Hilux,79900,3000 ,2015 ,90 000 km,Diesel,26633.333333333332
Škoda Yeti,37000,1390 ,2012 ,88 294 km,Benzyna,26618.705035971223
BMW X1 E84,53000,1995 ,2010 ,31 233 km,Diesel,26566.416040100252
Volvo V60,42500,1600 ,2014 ,201 000 km,Diesel,26562.5
Peugeot 508,52900,1997 ,2015 ,175 000 km,Diesel,26489.734601902852
Opel Insignia A,51699,1956 ,2015 ,130 037 km,Diesel,26430.981595092024
Mercedes-Benz Klasa C W204,56500,2143 ,2012 ,155 000 km,Diesel,26364.909006066264
Honda Jazz III,36900,1400 ,2012 ,50 000 km,Benzyna,26357.14285714286
Dodge Challenger,149000,5654 ,2016 ,21 000 km,Benzyna,26353.024407499117
Citroën C3 II,26300,999,2013 ,80 922 km,Benzyna+LPG,26326.32632632633
Škoda Octavia III,51800,1968 ,2013 ,135 848 km,Diesel,26321.138211382113
Škoda Octavia II,36500,1390 ,2013 ,67 641 km,Benzyna,26258.992805755395
Seat Leon III,42000,1600 ,2017 ,110 000 km,Diesel,26250
Volkswagen Golf VI,31500,1200 ,2012 ,56 000 km,Benzyna,26250
BMW Seria 1 F20,41999,1600 ,2012 ,127 000 km,Benzyna,26249.375
Volvo V60,52000,1984 ,2012 ,115 030 km,Diesel,26209.67741935484
Opel Insignia A,41900,1600 ,2016 ,98 000 km,Diesel,26187.5
Mercedes-Benz Viano,78000,2987 ,2012 ,158 600 km,Diesel,26113.157013726148
Toyota Yaris III,26015,998,2015 ,89 562 km,Benzyna,26067.134268537076
Honda Civic IX,46900,1800 ,2013 ,43 000 km,Benzyna,26055.55555555556
Kia Sportage III,43900,1685 ,2011 ,56 000 km,Diesel,26053.41246290801
Jaguar XF X250,77900,2993 ,2012 ,170 000 km,Diesel,26027.39726027397
Kia Sportage III,43900,1687 ,2011 ,168 493 km,Diesel,26022.525192649675
Ford Mondeo Mk5,52000,2000 ,2015 ,250 000 km,Diesel,26000
Volkswagen Passat B7,51951,2000 ,2013 ,135 000 km,Diesel,25975.5
Porsche 944,64900,2499 ,1986 ,135 000 km,Benzyna,25970.388155262102
Volkswagen Tiguan I,51900,2000 ,2014 ,158 000 km,Diesel,25950
Volkswagen Golf VII,41382,1600 ,2016 ,76 000 km,Diesel,25863.75
Kia Ceed II,35365,1368 ,2016 ,61 304 km,Benzyna,25851.6081871345
Mitsubishi ASX,41000,1590 ,2012 ,133 679 km,Benzyna+LPG,25786.16352201258
Kia Ceed II,41000,1591 ,2013 ,78 200 km,Benzyna,25769.956002514144
Škoda Superb II,50700,1968 ,2014 ,139 538 km,Diesel,25762.19512195122
Audi A5 8T,51500,2000 ,2010 ,211 000 km,Diesel,25750
BMW Seria 5 F10,77000,2993 ,2013 ,271 000 km,Diesel,25726.695623120617
